item_id,shop_id,shop_name,name,currency,stock,ctime,historical_sold,liked_count,cat_id,brand,price,price_min,price_max,price_min_before_discount,price_max_before_discount,raw_discount,rating_total,rating_1_star,rating_2_star,rating_3_star,rating_4_star,rating_5_star,rating_star,shop_location
3431453055,24710134,Coolmate - Official Store,Combo 3 quần lót nam dáng Trunk Bamboo kháng khuẩn Coolmate,VND,240,2020-04-24,151482,8728,100011,COOLMATE,169000,169000,189000,299000,299000,43,39304,122,79,312,1288,37503,4.93372865395872,Hà Nội
5919139721,24710134,Coolmate - Official Store,"Quần thể thao nam Maxcool thoáng khí, thoải mái thương hiệu Coolmate",VND,3101,2020-03-10,73154,5058,100011,COOLMATE,119000,119000,129000,129000,129000,8,14090,87,63,223,632,13085,4.886412040323726,Hà Nội
7044949931,24710134,Coolmate - Official Store,Quần thể thao nam Max Ultra Short V2 kiểu dáng thể thao có thêm túi khóa sau tiện lợi Coolmate,VND,134,2020-08-04,36726,1563,100637,COOLMATE,109000,109000,179000,199000,199000,45,7864,45,22,78,254,7465,4.919572410282514,Hà Nội
7310895425,24710134,Coolmate - Official Store,Combo 5 quần lót sịp nam Trunk Cotton (2-3 màu) co giãn thoải mái thương hiệu Coolmate,VND,38,2019-12-11,62286,4112,100011,COOLMATE,289000,289000,289000,496000,496000,42,17022,53,37,129,553,16250,4.934822215692036,Hà Nội
10280321597,24710134,Coolmate - Official Store,Áo thể thao nam Coolmate Basics thấm hút nhanh khô,VND,5714,2021-12-30,43442,1823,100011,,99000,99000,99000,-1,-1,0,7576,40,33,101,327,7075,4.895987328405491,Hà Nội
21730960254,24710134,Coolmate - Official Store,Áo thun thể thao nam Active V1 thoáng khí mát mẻ - Coolmate,VND,1551,2022-08-04,16845,639,100011,,139000,139000,139000,169000,169000,18,3016,5,9,22,86,2894,4.94131299734748,Hà Nội
9177437633,24710134,Coolmate - Official Store,Áo Polo thể thao nam ProMax-S1 Logo thương hiệu Coolmate AW,VND,5325,2021-07-13,68661,4062,100011,None,189000,189000,239000,239000,239000,21,16008,62,44,160,582,15160,4.920707323169208,Hà Nội
7491859979,24710134,Coolmate - Official Store,Quần Short nam Ultra Pro thoải mái vận động (có túi khóa kéo) thương hiệu Coolmate,VND,221,2021-06-15,35533,1494,100011,None,109000,109000,109000,189000,189000,42,8330,26,19,73,261,7951,4.934646804420951,Hà Nội
3690696914,24710134,Coolmate - Official Store,Áo thun nam Cotton Coolmate Basics 200gsm thương hiệu Coolmate CW,VND,1707,2021-06-02,58393,3995,100011,None,149000,149000,149000,-1,-1,0,12643,61,25,107,384,12066,4.928865326792214,Hà Nội
5931355066,24710134,Coolmate - Official Store,Combo 3 Quần lót tam giác nam BRIEF BAMBOO kháng khuẩn Coolmate,VND,115,2020-04-24,38915,1735,100011,COOLMATE,129000,129000,139000,229000,229000,44,11463,40,22,77,357,10967,4.938449449973808,Hà Nội
7237568031,24710134,Coolmate - Official Store,Áo thun nam Cotton Compact phiên bản Premium chống nhăn Coolmate,VND,2892,2020-06-11,72626,5558,100011,COOLMATE,219000,219000,259000,259000,259000,15,17299,53,28,115,438,16665,4.945128649898814,Hà Nội
11563738080,24710134,Coolmate - Official Store,"Quần dài nam Daily Pants - sợi Sorona, nhuộm Cleandye thương hiệu Coolmate",VND,177,2021-10-25,27074,2447,100011,,269000,269000,299000,299000,299000,10,6426,31,33,99,265,5998,4.8944582814445825,Hà Nội
5943251527,24710134,Coolmate - Official Store,Quần thể thao nam 7inch Ultra Short có túi khóa kéo thương hiệu Coolmate,VND,7273,2020-07-22,78174,3348,100011,COOLMATE,139000,139000,189000,189000,189000,26,17111,67,48,177,579,16240,4.9219663315407995,Hà Nội
12862311839,24710134,Coolmate - Official Store,Áo ba lỗ Cotton 100% Coolmate Basics V2 Coolmate,VND,2091,2021-12-21,21070,1179,100011,,80000,80000,80000,89000,89000,10,3281,18,8,30,107,3118,4.919841511734227,Hà Nội
18483274744,24710134,Coolmate - Official Store,T-Shirt Basic Cotton 100% 220gsm dày dặn mềm mại - Thương hiệu Coolmate,VND,4211,2023-08-22,2011,312,100011,,169000,169000,179000,179000,179000,6,370,1,0,2,7,360,4.95945945945946,Hà Nội
20385453626,24710134,Coolmate - Official Store,Tất vớ cao cổ 84RISING nhiều màu,VND,864,2023-10-20,9,0,100011,,48000,48000,48000,-1,-1,0,1,0,0,0,0,1,5.0,Hà Nội
2121190269,24710134,Coolmate - Official Store,Combo 5 quần lót nam tam giác Cotton thương hiệu Coolmate (ngẫu nhiên 2-3 màu),VND,28,2019-04-18,38318,2066,100011,COOLMATE,239000,239000,239000,400000,400000,40,11481,39,22,78,345,10997,4.937625228678456,Hà Nội
14785229523,24710134,Coolmate - Official Store,Combo 3 Quần lót Trunk vải Cotton Modal đen cạp mới co giãn không vết hằn - thương hiệu Coolmate,VND,382,2022-05-23,7078,512,100011,,179000,179000,179000,299000,299000,40,1789,8,5,16,44,1716,4.931246506428172,Hà Nội
21031410795,24710134,Coolmate - Official Store,Áo Polo thể thao nam Active V1 thoáng khí mát mẻ - thương hiệu Coolmate,VND,3975,2022-08-05,5870,521,100011,,149000,149000,149000,249000,249000,40,1387,4,7,14,60,1302,4.9098774333093,Hà Nội
21689871279,24710134,Coolmate - Official Store,Dầu gội sữa tắm 2in1 hương nước hoa 180ml CM24,VND,432,2023-06-15,755,45,100630,,89000,89000,89000,99000,99000,10,183,2,1,4,0,176,4.896174863387978,Hà Nội
23833488083,24710134,Coolmate - Official Store,Áo Thun Chạy bộ nam Essentials Fast and Free Running - thương hiệu Coolmate,VND,3255,2023-03-20,4136,251,100011,,149000,149000,159000,159000,159000,6,800,1,4,8,32,755,4.92,Hà Nội
22925891512,24710134,Coolmate - Official Store,Áo thun oversize chuột Mickey Disney - thương hiệu 84RISING,VND,2534,2023-02-20,2387,898,100011,,259000,259000,259000,399000,399000,35,560,1,1,2,13,543,4.96229802513465,Hà Nội
21428724190,24710134,Coolmate - Official Store,Combo 3 quần lót nam Trunk Tencel mềm mại thấm hút tốt - thương hiệu Coolmate,VND,1039,2022-07-28,4847,414,100011,,179000,179000,299000,299000,299000,40,1014,2,4,6,24,978,4.944773175542406,Hà Nội
22670843858,24710134,Coolmate - Official Store,Áo Tanktop Gym Basic - Thương hiệu Coolmate,VND,2326,2023-06-13,2553,162,100011,,143000,143000,159000,159000,159000,10,398,0,1,4,12,381,4.942211055276382,Hà Nội
19594413810,24710134,Coolmate - Official Store,"Tất cổ dài cotton logo 84*, tất cổ cao thoáng khí",VND,265,2023-10-20,3,0,100011,,48000,48000,48000,-1,-1,0,0,0,0,0,0,0,0.0,Hà Nội
20917937704,24710134,Coolmate - Official Store,Tất cổ trung Cotton thoáng khí khử mùi mới - thương hiệu Coolmate,VND,1703,2022-07-01,7704,252,100011,,35000,35000,35000,38000,38000,8,1105,5,4,9,26,1061,4.931221719457014,Hà Nội
15371017854,24710134,Coolmate - Official Store,"Quần thể thao 5"" thoáng khí Coolmate",VND,2034,2022-04-05,5755,418,100011,,149000,149000,149000,-1,-1,0,1029,6,1,17,40,965,4.901846452866861,Hà Nội
2050284856,24710134,Coolmate - Official Store,Quần lót tam giác nam Brief Cotton co giãn thương hiệu Coolmate,VND,9288,2019-03-28,4657,452,100011,COOLMATE,73000,73000,73000,-1,-1,0,1171,7,2,4,36,1122,4.936752136752137,Hà Nội
22313919044,24710134,Coolmate - Official Store,Combo 03 quần lót nam khe moi Bamboo Trunk kháng khuẩn - thương hiệu Coolmate,VND,504,2022-12-24,1418,258,100011,,269000,269000,269000,299000,299000,10,369,1,1,5,12,350,4.921409214092141,Hà Nội
14879912587,24710134,Coolmate - Official Store,ÁO THUN thể thao nam ProMax-S1 thấm hút nhanh khô Coolmate,VND,2322,2022-04-26,7560,269,100011,,179000,179000,179000,-1,-1,0,1416,7,4,14,47,1344,4.918785310734464,Hà Nội
10496022907,24710134,Coolmate - Official Store,Áo Polo thể thao nam PROMAX-S2 dáng slimfit thoáng khí Coolmate AW,VND,610,2022-05-27,3258,521,100011,,173000,173000,289000,289000,289000,40,733,2,6,12,32,681,4.89207650273224,Hà Nội
8403505386,24710134,Coolmate - Official Store,"Áo giữ nhiệt nam Modal Ultra Warm thu đông siêu ấm, thoáng khí - thương hiệu Coolmate",VND,77,2020-12-14,10160,2074,100011,COOLMATE,229000,229000,229000,289000,289000,21,2600,9,5,24,95,2467,4.926894959599846,Hà Nội
19754622898,24710134,Coolmate - Official Store,Tất vớ cao cổ 84RISING nhiều màu - thương hiệu 84RISING,VND,953,2022-10-14,3335,238,100011,,45000,45000,45000,48000,48000,6,755,2,0,4,16,733,4.960106382978723,Hà Nội
20274169665,24710134,Coolmate - Official Store,Quần shorts running chạy bộ Ultra Fast & Free Run thoáng khí dễ vận động Coolmate,VND,1791,2023-02-23,2049,329,100011,,252000,252000,252000,279000,279000,10,415,2,3,7,16,387,4.886746987951807,Hà Nội
9461767378,24710134,Coolmate - Official Store,Áo sơ mi nam dài tay Café Sticky Free khử mùi hiệu quả - thương hiệu Coolmate,VND,434,2021-06-01,2327,441,100011,,449000,449000,449000,499000,499000,10,662,1,2,5,24,630,4.933534743202417,Hà Nội
13954587860,24710134,Coolmate - Official Store,Áo Polo nam SCafé nam tính - khử mùi hiệu quả thương hiệu Coolmate,VND,2966,2021-11-25,6445,734,100011,,297000,297000,329000,329000,329000,10,1588,6,1,17,46,1518,4.934467548834278,Hà Nội
20054622815,24710134,Coolmate - Official Store,Mũ len 84RISING Beanie nhiều màu,VND,302,2022-10-14,568,202,100009,,99000,99000,184000,184000,184000,46,150,2,1,3,8,136,4.833333333333333,Hà Nội
23258140085,24710134,Coolmate - Official Store,"Quần Jogger co giãn Excool nhanh khô, thấm hút tốt - Thương hiệu Coolmate",VND,63,2023-10-17,106,47,100011,,249000,249000,249000,279000,279000,11,32,0,0,0,0,32,5.0,Hà Nội
2667411154,24710134,Coolmate - Official Store,Combo 3 quần lót nam Trunk Modal (Gỗ sồi) kháng khuẩn thương hiệu Coolmate,VND,3010,2019-08-16,46697,2893,100011,COOLMATE,179000,179000,179000,279000,279000,36,14929,47,31,115,437,14299,4.938212035920118,Hà Nội
13840737091,24710134,Coolmate - Official Store,Áo Polo nam Excool khô thoáng chống nhăn thương hiệu Coolmate,VND,2211,2021-11-01,15094,1346,100011,,319000,319000,399000,399000,399000,20,3627,22,13,38,123,3431,4.912275862068966,Hà Nội
23456018302,24710134,Coolmate - Official Store,Quần thể thao nam Maxcool V2 vận động thoải mái - Thương hiệu Coolmate,VND,2310,2023-09-26,270,33,100011,,119000,119000,119000,129000,129000,8,51,0,0,0,1,50,4.980392156862745,Hà Nội
14126621428,24710134,Coolmate - Official Store,Quần dài nam Kaki Excool co giãn đàn hồi thương hiệu Coolmate,VND,59,2021-12-28,8115,1077,100011,,439000,439000,499000,499000,499000,12,2124,12,12,28,94,1978,4.889830508474576,Hà Nội
18914700859,24710134,Coolmate - Official Store,Combo 4 đôi tất cổ ngắn Modal kháng khuẩn - thương hiệu Coolmate AC,VND,678,2022-06-23,4074,130,100011,,126000,126000,126000,139000,139000,9,833,1,2,8,15,807,4.95078031212485,Hà Nội
23645838754,24710134,Coolmate - Official Store,Găng tay chống nắng dáng dài - Thương hiệu Coolmate,VND,356,2023-06-18,4640,241,100009,,79000,79000,79000,99000,99000,20,1198,2,2,7,31,1156,4.950751252086811,Hà Nội
21353638739,24710134,Coolmate - Official Store,"Áo khoác nam có mũ Daily Wear thu đông - trượt nước, chống UV 99% - thương hiệu Coolmate",VND,100,2022-10-11,2463,740,100011,,439000,439000,439000,499000,499000,12,745,13,8,25,47,652,4.767785234899329,Hà Nội
21156535536,24710134,Coolmate - Official Store,Áo thun Dài tay thu đông Cotton Compact co giãn thoải mái - thương hiệu Coolmate,VND,450,2022-10-21,1438,215,100011,,219000,219000,259000,269000,269000,19,335,1,1,1,6,326,4.955223880597015,Hà Nội
21330615840,24710134,Coolmate - Official Store,Quần lót nam Trunk Tencel mềm mại thấm hút tốt - thương hiệu Coolmate,VND,3054,2022-08-03,3150,203,100011,,99000,99000,99000,-1,-1,0,816,0,2,5,16,793,4.96078431372549,Hà Nội
20356107080,24710134,Coolmate - Official Store,Áo khoác nam daily wear chống nước và tia UV - Coolmate,VND,539,2022-10-20,1353,406,100011,,479000,479000,479000,499000,499000,4,351,4,2,8,18,319,4.84045584045584,Hà Nội
3431453271,24710134,Coolmate - Official Store,Combo 3 quần lót nam Brief Boxer Bamboo kháng khuẩn Coolmate,VND,864,2020-04-24,8724,696,100011,COOLMATE,209000,209000,209000,349000,349000,40,2685,9,6,17,85,2568,4.938128960119269,Hà Nội
23521419466,24710134,Coolmate - Official Store,Áo thun Cotton Care & Share Hand in hand - thương hiệu Coolmate,VND,146,2023-02-02,791,82,100011,,199000,199000,199000,-1,-1,0,198,1,2,3,5,187,4.893939393939394,Hà Nội
20369931668,24710134,Coolmate - Official Store,Combo 5 quần lót sịp nam trunk bamboo kháng khuẩn - thương hiệu Coolmate,VND,2494,2022-12-28,986,87,100011,,446000,446000,446000,495000,495000,10,282,0,0,1,2,279,4.98581560283688,Hà Nội
20417977059,24710134,Coolmate - Official Store,Tất vớ cổ ngắn Modal kháng khuẩn - thương hiệu Coolmate,VND,2705,2022-07-01,3641,68,100011,,32000,32000,32000,35000,35000,9,579,1,1,3,19,555,4.944732297063903,Hà Nội
19727356970,24710134,Coolmate - Official Store,Tất thể thao cổ dài Compression Cushion thương hiệu Coolmate AC,VND,503,2022-07-25,840,60,100011,,62000,62000,62000,69000,69000,10,161,0,0,2,2,157,4.962732919254658,Hà Nội
23045579514,24710134,Coolmate - Official Store,Lăn khử mùi cho nam giới hương nước hoa 50g - thương hiệu CM24,VND,221,2023-06-15,201,36,100630,,89000,89000,89000,99000,99000,10,56,0,0,0,1,55,4.982142857142857,Hà Nội
20931489288,24710134,Coolmate - Official Store,Áo Polo thể thao nam Active V2 thoáng khí nhanh khô - thương hiệu Coolmate,VND,4546,2022-08-05,3761,223,100011,,199000,199000,249000,249000,249000,20,747,2,6,10,25,704,4.904953145917001,Hà Nội
13295173419,24710134,Coolmate - Official Store,"Quần short thể thao nam Movement 5"" thoải mái vận động Coolmate",VND,506,2022-07-21,492,62,100011,,119000,119000,119000,199000,199000,40,85,1,1,1,3,79,4.858823529411764,Hà Nội
19937524416,24710134,Coolmate - Official Store,Áo Polo nam Pique Cotton USA TRƠN MÀU thấm hút tối đa - thương hiệu Coolmate CW,VND,1165,2022-08-23,2195,264,100011,,319000,319000,319000,399000,399000,20,421,1,3,7,13,397,4.904988123515439,Hà Nội
20777362646,24710134,Coolmate - Official Store,Tất Vớ Chạy Bộ Cổ Trung Advanced - Thương hiệu Coolmate,VND,503,2023-03-30,810,50,100011,,62000,62000,69000,69000,69000,10,160,2,0,2,7,149,4.88125,Hà Nội
18893365554,24710134,Coolmate - Official Store,Combo 2 quần lót Trunk Excool Clean Cut co giãn siêu thấm hút - Thương hiệu Coolmate,VND,1295,2023-09-21,128,35,100011,,216000,216000,216000,239000,239000,10,35,0,0,1,2,32,4.885714285714286,Hà Nội
8564657825,24710134,Coolmate - Official Store,Áo sát nách thể thao nam Dri-Breathe thoáng mát tối đa thương hiệu Coolmate,VND,1606,2021-06-08,13533,1056,100011,None,149000,149000,189000,189000,189000,21,2746,20,6,18,84,2618,4.9216757741347905,Hà Nội
12597033910,24710134,Coolmate - Official Store,Quần Jogger thể thao co giãn Graphene - thương hiệu Coolmate,VND,253,2022-10-14,2382,317,100011,,203000,203000,203000,339000,339000,40,638,5,3,12,38,580,4.8573667711598745,Hà Nội
21367519327,24710134,Coolmate - Official Store,Bộ 2 lưỡi dao cạo râu loại 5 lưỡi +1 - thương hiệu CM24,VND,280,2022-12-08,295,31,100630,,99000,99000,99000,129000,129000,23,79,0,0,0,2,77,4.974683544303797,Hà Nội
23613952621,24710134,Coolmate - Official Store,Túi Tote Jean 84RISING Denim - thương hiệu 84RISING,VND,235,2022-12-24,548,892,100533,,159000,159000,159000,199000,199000,20,114,0,0,2,1,111,4.956140350877193,Hà Nội
18854757406,24710134,Coolmate - Official Store,Nước hoa nam CM24 ICONIC COOL Eau de Parfum 9ml,VND,504,2022-10-14,2333,139,100630,,119000,119000,119000,169000,169000,30,717,8,3,13,34,659,4.859135285913529,Hà Nội
18867999554,24710134,Coolmate - Official Store,Sữa tắm gội 2in1 hương nước hoa thương hiệu CM24 - 500ml,VND,230,2022-12-10,682,89,100630,,199000,199000,199000,239000,239000,17,218,1,1,4,11,201,4.8807339449541285,Hà Nội
19514713051,24710134,Coolmate - Official Store,Combo 4 đôi tất cổ trung Cotton thoáng khí - thương hiệu Coolmate,VND,424,2022-06-23,6369,396,100011,,135000,135000,135000,149000,149000,9,1439,6,5,12,32,1384,4.933981931897151,Hà Nội
22959728117,24710134,Coolmate - Official Store,"Áo khoác gió nam thể thao phối màu trượt nước, chống tia UV - Thương hiệu Coolmate",VND,1080,2023-10-31,0,2,100011,,479000,479000,479000,499000,499000,4,0,0,0,0,0,0,0.0,Hà Nội
5068434091,24710134,Coolmate - Official Store,Combo 2 quần lót nam Trunk Bamboo kháng khuẩn thương hiệu Coolmate,VND,9134,2020-12-09,24750,1285,100011,COOLMATE,179000,179000,179000,199000,199000,10,7900,20,21,57,203,7599,4.946634554442896,Hà Nội
14993798106,24710134,Coolmate - Official Store,Bộ cạo râu Shaving Kit cho nam (tay cầm kim loại + dao cạo + kem cạo râu 100ml) - thương hiệu CM24,VND,211,2022-10-11,549,144,100630,,199000,199000,199000,286000,286000,30,163,1,0,2,5,155,4.920245398773006,Hà Nội
16884684017,24710134,Coolmate - Official Store,Quần Short Nam New French Terry V2 co giãn (thêu logo) - thương hiệu Coolmate,VND,749,2022-09-08,3600,394,100011,,234000,234000,234000,259000,259000,10,768,4,0,2,18,744,4.950520833333333,Hà Nội
18502987930,24710134,Coolmate - Official Store,Set 2 quần lót Bamboo Brief tam giác kháng khuẩn - thương hiệu Coolmate,VND,10863,2022-05-18,1739,84,100011,,153000,153000,153000,169000,169000,9,455,2,1,5,9,438,4.934065934065934,Hà Nội
20154723707,24710134,Coolmate - Official Store,Áo nỉ chân cua oversize YOUTH CULTURE Black/Pink - 84RISING,VND,5,2022-10-14,151,151,100011,,379000,379000,379000,484000,484000,22,46,0,1,0,0,45,4.934782608695652,Hà Nội
11822958094,24710134,Coolmate - Official Store,Combo 3 quần lót nam Trunk Cotton Compact siêu mát S2 thương hiệu Coolmate,VND,315,2021-08-02,4530,453,100011,,219000,219000,261000,289000,289000,24,1331,4,2,11,35,1279,4.9406461307287755,Hà Nội
21270316399,24710134,Coolmate - Official Store,Combo lăn khử mùi và sữa tắm gội 2in1 180ml hương nước hoa thương hiệu CM24,VND,224,2023-01-02,251,33,100630,,159000,159000,159000,198000,198000,20,79,0,0,0,7,72,4.9113924050632916,Hà Nội
22915279086,24710134,Coolmate - Official Store,Áo thun nam Cotton Coolmate Basics 200gsm - thương hiệu Coolmate,VND,667,2022-12-30,1804,216,100011,,135000,135000,135000,149000,149000,9,342,2,1,3,6,330,4.932748538011696,Hà Nội
23510564726,24710134,Coolmate - Official Store,"Tất cổ dài cotton logo 84*, tất cổ cao thoáng khí - thương hiệu 84RISING",VND,265,2022-12-13,2036,125,100011,,47000,47000,48000,48000,48000,2,589,1,2,3,17,566,4.943201376936317,Hà Nội
18457100917,24710134,Coolmate - Official Store,Áo Hoodie nam Daily Wear (mũ trùm có dây rút) thu đông - thương hiệu Coolmate,VND,382,2022-10-24,622,156,100011,,359000,359000,359000,399000,399000,10,178,6,1,3,6,162,4.780898876404494,Hà Nội
19317993919,24710134,Coolmate - Official Store,Tất cổ dài Cotton Solid Casual hút ẩm thoáng khí - thương hiệu Coolmate AC,VND,982,2022-07-01,3995,209,100011,,36000,36000,36000,40000,40000,10,570,2,0,4,20,544,4.936842105263158,Hà Nội
23766408199,24710134,Coolmate - Official Store,Áo thun Disney oversize 84RISING Mickey Mouse - thương hiệu 84RISING,VND,724,2023-04-28,625,131,100011,,239000,239000,259000,399000,399000,40,164,1,1,1,4,157,4.920731707317073,Hà Nội
23072975776,24710134,Coolmate - Official Store,Áo Thun chạy bộ basic Coolmate,VND,832,2023-07-07,905,69,100011,,179000,179000,179000,199000,199000,10,166,0,1,2,3,160,4.9397590361445785,Hà Nội
17692863163,24710134,Coolmate - Official Store,Áo thun oversize vịt Donald Disney - thương hiệu 84RISING,VND,638,2023-02-20,432,122,100011,,259000,259000,259000,399000,399000,35,96,1,1,0,2,92,4.90625,Hà Nội
20818005656,24710134,Coolmate - Official Store,Tất cổ ngắn Cotton thoáng khí - thương hiệu Coolmate,VND,1917,2022-07-01,7590,185,100011,,30000,30000,30000,33000,33000,9,1102,4,2,12,24,1060,4.936479128856624,Hà Nội
20717544027,24710134,Coolmate - Official Store,Quần TAM GIÁC nam Cotton Compact (khoét hơn) thương hiệu Coolmate UH,VND,9329,2022-06-30,4175,202,100011,,67000,67000,67000,-1,-1,0,1047,3,2,4,24,1014,4.952244508118434,Hà Nội
7255839012,24710134,Coolmate - Official Store,Áo thun nam DÀI TAY Cotton Compact Premium chống nhăn thương hiệu Coolmate,VND,1444,2020-10-06,18842,2817,100011,COOLMATE,256000,256000,256000,269000,269000,5,5925,7,17,38,120,5743,4.955581827394021,Hà Nội
19251993867,24710134,Coolmate - Official Store,Áo nỉ dài tay Lifewear - thoải mái khi mặc - thương hiệu Coolmate,VND,90,2022-10-05,1698,413,100637,,322050,322050,323000,339000,339000,5,412,3,3,4,17,385,4.888349514563107,Hà Nội
20154753438,24710134,Coolmate - Official Store,Kem cạo râu có dưỡng ẩm 100ml - thương hiệu CM24,VND,1784,2022-10-14,3769,157,100630,,89000,89000,89000,119000,119000,25,917,2,4,10,30,871,4.923664122137405,Hà Nội
22058666516,24710134,Coolmate - Official Store,"Quần nỉ Jogger Essential chống nhăn, siêu thấm hút - Thương hiệu Coolmate",VND,281,2023-10-21,43,34,100011,,379000,379000,399000,399000,399000,5,14,0,0,0,0,14,5.0,Hà Nội
15684645543,24710134,Coolmate - Official Store,Quần lót nam Brief Boxer Modal (gỗ sồi) mềm mại - thương hiệu Coolmate,VND,2761,2022-05-19,1909,130,100011,,89000,89000,89000,99000,99000,10,330,1,0,3,10,316,4.9393939393939394,Hà Nội
16471012473,24710134,Coolmate - Official Store,Áo Tank top T2 thể thao nam thoáng khí Coolmate,VND,979,2022-05-27,4462,178,100011,,107000,107000,107000,179000,179000,40,792,4,2,11,21,754,4.917929292929293,Hà Nội
21105878088,24710134,Coolmate - Official Store,"Quần short nam thể thao 7"" thoáng khí thương hiệu Coolmate",VND,5660,2022-05-27,4000,199,100011,,239000,239000,239000,-1,-1,0,795,6,4,9,23,753,4.903144654088051,Hà Nội
23559221314,24710134,Coolmate - Official Store,Quần dài thể thao Pro Active giữ ấm chống nhăn - Thương hiệu Coolmate,VND,916,2023-10-26,8,3,100011,,379000,379000,379000,399000,399000,5,2,0,0,0,0,2,5.0,Hà Nội
23370868992,24710134,Coolmate - Official Store,Quần Short Nam tập Gym 5'' Basic Coolmate,VND,600,2023-06-13,635,59,100011,,207000,207000,229000,229000,229000,10,96,0,0,2,0,94,4.958333333333333,Hà Nội
10638295959,24710134,Coolmate - Official Store,Quần short thể thao nam ProMax thoáng khí thoải mái Coolmate,VND,5333,2021-08-26,9064,556,100011,,189000,189000,189000,-1,-1,0,1867,8,9,23,59,1768,4.9121585431173,Hà Nội
23382521724,24710134,Coolmate - Official Store,Combo 3 quần lót nam Trunk Excool Basics vải siêu mát thoáng khí - Thương hiệu Coolmate,VND,84,2023-10-07,84,44,100011,,289000,289000,319000,319000,319000,9,14,0,0,0,0,14,5.0,Hà Nội
19081210064,24710134,Coolmate - Official Store,Quần Shorts Gym Power 2 lớp Coolmate,VND,562,2023-06-25,413,92,100011,,359000,359000,359000,399000,399000,10,77,0,0,0,7,70,4.909090909090909,Hà Nội
18823087089,24710134,Coolmate - Official Store,Combo 02 đôi tất thể thao cổ dài Active mềm mại thoáng khí - thương hiệu Coolmate AC,VND,249,2022-07-13,752,44,100011,,89000,89000,89000,98000,98000,9,128,0,0,2,1,125,4.9609375,Hà Nội
22231734394,24710134,Coolmate - Official Store,Combo 03 Quần lót nam Trunk Excool Microfiber Seamless (Không đường may) - thương hiệu Coolmate,VND,1462,2023-03-14,1606,214,100011,,297000,297000,297000,329000,329000,10,369,6,3,5,16,339,4.840108401084011,Hà Nội
16090353531,24710134,Coolmate - Official Store,Áo nỉ dài tay thu đông Lifewear mềm mại không bai nhão - thương hiệu Coolmate CW,VND,2153,2022-11-24,256,81,100011,,279000,279000,279000,339000,339000,18,47,0,1,2,1,43,4.829787234042553,Hà Nội
19845837722,24710134,Coolmate - Official Store,Mũ Nón lưỡi trai nam Simple Cool V2 (Form cứng) - thương hiệu Coolmate AC,VND,180,2022-09-15,475,83,100009,,179000,179000,179000,199000,199000,10,114,1,1,1,2,109,4.9035087719298245,Hà Nội
23258668026,24710134,Coolmate - Official Store,Quần Jogger Daily Wear - Thương hiệu Coolmate,VND,414,2023-10-21,28,9,100011,,289000,289000,289000,299000,299000,3,9,0,0,0,0,9,5.0,Hà Nội
18428641059,24710134,Coolmate - Official Store,Combo 4 tất lười cotton chống trượt thoáng khí hút mùi - thương hiệu Coolmate AC,VND,85,2022-07-28,1199,58,100011,,135000,135000,135000,149000,149000,9,246,0,5,1,6,234,4.90650406504065,Hà Nội
13993113623,24710134,Coolmate - Official Store,Combo 3 Quần lót Brief vải Cotton Modal co giãn màu đen cạp mới - thương hiệu Coolmate,VND,926,2022-05-28,2291,135,100011,,149000,149000,149000,199000,199000,25,585,6,6,7,24,542,4.863247863247863,Hà Nội
22045379061,24710134,Coolmate - Official Store,Áo Thun Gym Powerfit Coolmate,VND,593,2023-06-13,711,82,100011,,269000,269000,299000,299000,299000,10,122,0,0,1,6,115,4.934426229508197,Hà Nội
19590452884,24710134,Coolmate - Official Store,Quần lót Trunk Pima Cotton thấm hút tốt - Thương hiệu Coolmate,VND,1273,2023-07-05,1958,28,100011,,100000,100000,100000,-1,-1,0,517,1,5,8,15,488,4.903288201160541,Hà Nội
21576657198,24710134,Coolmate - Official Store,Coolmate x Copper Denim | Quần Jeans dáng Straight mặc thoải mái - thương hiệu Coolmate,VND,451,2023-03-21,579,204,100011,,549000,549000,549000,599000,599000,8,160,0,1,4,6,149,4.89375,Hà Nội
5642915353,24710134,Coolmate - Official Store,Quần lót nam dáng Trunk Bamboo kháng khuẩn thương hiệu Coolmate,VND,20949,2020-07-20,6184,371,100011,COOLMATE,99000,99000,99000,-1,-1,0,1808,8,2,16,48,1734,4.9363586054233535,Hà Nội
22374838572,24710134,Coolmate - Official Store,Cốc Ly làm từ bã Cafe thân thiện với môi trường - Thương hiệu Coolmate,VND,939,2023-07-25,245,200,100636,,129000,129000,129000,-1,-1,0,66,0,0,0,0,66,5.0,Hà Nội
22909709316,24710134,Coolmate - Official Store,Grooming Kit - Bộ chăm sóc cơ thể cho nam (Tắm gội 2in1 180ml + Sữa rửa mặt 100ml + Lăn khử mùi 50g) - thương hiệu CM24,VND,224,2022-12-08,348,84,100630,,249000,249000,249000,337000,337000,26,97,2,1,0,2,92,4.865979381443299,Hà Nội
10539219399,24710134,Coolmate - Official Store,Mũ Bucket Hat thêu Be Cool!! Care & Share màu be thương hiệu Coolmate,VND,136,2021-08-27,367,110,100009,,169000,169000,169000,-1,-1,0,108,0,1,1,1,105,4.944444444444445,Hà Nội
20376975983,24710134,Coolmate - Official Store,Áo Thun T-shirt Oversize 84RISING Walk Tee MÀU ĐEN - thương hiệu 84RISING,VND,160,2023-03-24,190,74,100011,,259000,259000,259000,384000,384000,33,63,0,0,2,3,58,4.888888888888889,Hà Nội
