item_id,shop_id,shop_name,name,currency,stock,ctime,historical_sold,liked_count,cat_id,brand,price,price_min,price_max,price_min_before_discount,price_max_before_discount,raw_discount,rating_total,rating_1_star,rating_2_star,rating_3_star,rating_4_star,rating_5_star,rating_star,shop_location,crawl_date
3431453055,24710134,Coolmate - Official Store,Combo 3 quần lót nam dáng Trunk Bamboo kháng khuẩn Coolmate,VND,79,2018-05-06,168480,9812,100011,COOLMATE,189000,189000,209000,299000,299000,37,43140,134,87,341,1401,41177,4.933988731479979,Hà Nội,2024-01-18
22231734394,24710134,Coolmate - Official Store,Combo 03 Quần lót nam Trunk Excool Microfiber Seamless (Không đường may) - thương hiệu Coolmate,VND,1510,2018-05-22,2230,315,100011,,197000,197000,197000,329000,329000,40,509,6,3,6,26,468,4.860510805500982,Hà Nội,2024-01-18
7310895425,24710134,Coolmate - Official Store,Combo 5 quần lót sịp nam Trunk Cotton (2-3 màu) co giãn thoải mái thương hiệu Coolmate,VND,82,2018-12-20,71607,4557,100011,COOLMATE,289000,289000,309000,496000,496000,42,19219,61,45,141,627,18345,4.934259837601499,Hà Nội,2024-01-18
5931355066,24710134,Coolmate - Official Store,Combo 3 Quần lót tam giác nam BRIEF BAMBOO kháng khuẩn Coolmate,VND,212,2018-12-20,45326,1974,100011,COOLMATE,139000,139000,139000,229000,229000,39,13070,46,29,89,401,12505,4.9373707985606,Hà Nội,2024-01-18
9177437633,24710134,Coolmate - Official Store,Áo Polo thể thao nam ProMax-S1 Logo thương hiệu Coolmate AW,VND,4113,2018-12-20,72804,4378,100011,None,209000,209000,209000,239000,239000,13,16925,65,48,164,623,16025,4.920690266532711,Hà Nội,2024-01-18
10280321597,24710134,Coolmate - Official Store,Áo thể thao nam Coolmate Basics thấm hút nhanh khô,VND,117,2018-12-20,48621,2023,100637,,93000,93000,99000,99000,99000,6,8395,43,36,111,355,7850,4.897915425848719,Hà Nội,2024-01-18
15371017854,24710134,Coolmate - Official Store,"Quần thể thao 5"" thoáng khí Coolmate",VND,2667,2018-12-20,6112,500,100011,,89000,89000,89000,149000,149000,40,1083,6,3,17,42,1015,4.899353647276085,Hà Nội,2024-01-18
2667411154,24710134,Coolmate - Official Store,Combo 3 quần lót nam Trunk Modal (Gỗ sồi) kháng khuẩn thương hiệu Coolmate,VND,2268,2018-12-20,48286,3053,100011,COOLMATE,179000,179000,179000,279000,279000,36,15275,48,32,115,445,14635,4.938629813990045,Hà Nội,2024-01-18
18483274744,24710134,Coolmate - Official Store,Áo thun nam T-Shirt Basic Cotton 100% 220gsm dày dặn mềm mại - Thương hiệu Coolmate,VND,12588,2018-12-20,4129,561,100011,,169000,169000,169000,179000,179000,6,801,3,0,4,18,776,4.952559300873908,Hà Nội,2024-01-18
7237568031,24710134,Coolmate - Official Store,Áo thun nam Cotton Compact phiên bản Premium chống nhăn Coolmate,VND,205,2018-12-20,75564,5722,100011,COOLMATE,189000,189000,189000,259000,259000,27,17797,53,29,116,453,17146,4.945540381048727,Hà Nội,2024-01-18
21477363588,24710134,Coolmate - Official Store,Quần lót nam Trunk Excool Microfiber Seamless (Không đường may) - thương hiệu Coolmate,VND,2818,2019-02-14,954,53,100011,,55000,55000,55000,110000,110000,50,223,3,1,5,15,199,4.820627802690583,Hà Nội,2024-01-18
22925891512,24710134,Coolmate - Official Store,Áo thun Tshirt oversize chuột Mickey Disney - thương hiệu 84RISING,VND,1783,2019-03-06,3686,1148,100011,,399000,399000,399000,-1,-1,0,903,2,2,5,20,874,4.954444444444444,Hà Nội,2024-01-18
21031410795,24710134,Coolmate - Official Store,[ Outlet ] Áo Polo thể thao nam Active V1 thoáng khí mát mẻ - thương hiệu Coolmate,VND,3646,2019-03-09,7599,679,100011,,149000,149000,249000,249000,249000,40,1742,7,8,17,77,1633,4.906429391504019,Hà Nội,2024-01-18
23456018302,24710134,Coolmate - Official Store,Quần thể thao nam Maxcool V2 vận động thoải mái - Thương hiệu Coolmate,VND,2682,2019-03-16,1430,149,100011,,99000,99000,99000,129000,129000,23,243,0,1,2,5,235,4.950617283950617,Hà Nội,2024-01-18
13993113623,24710134,Coolmate - Official Store,Combo 3 Quần lót Brief vải Cotton Modal co giãn màu đen cạp mới - thương hiệu Coolmate,VND,551,2019-03-16,2766,229,100011,,119000,119000,119000,199000,199000,40,706,7,6,7,28,658,4.875354107648725,Hà Nội,2024-01-18
14879912587,24710134,Coolmate - Official Store,ÁO THUN thể thao nam ProMax-S1 thấm hút nhanh khô Coolmate,VND,2735,2019-03-16,8143,333,100637,,139000,139000,139000,179000,179000,22,1528,7,5,14,49,1453,4.9214659685863875,Hà Nội,2024-01-18
11563738080,24710134,Coolmate - Official Store,"Quần dài nam Daily Pants - sợi Sorona, nhuộm Cleandye thương hiệu Coolmate",VND,84,2019-03-20,31085,2686,100011,,269000,269000,269000,299000,299000,10,7321,33,37,106,305,6840,4.897253723186227,Hà Nội,2024-01-18
5943251527,24710134,Coolmate - Official Store,Quần thể thao nam 7inch Ultra Short có túi khóa kéo thương hiệu Coolmate,VND,5488,2019-03-25,81324,3477,100011,COOLMATE,139000,139000,139000,189000,189000,26,17626,67,49,188,591,16731,4.922147194007831,Hà Nội,2024-01-18
7044949931,24710134,Coolmate - Official Store,Quần thể thao nam Max Ultra Short V2 kiểu dáng thể thao có thêm túi khóa sau tiện lợi Coolmate,VND,4075,2019-03-25,42168,1729,100637,COOLMATE,139000,139000,139000,199000,199000,30,8772,48,26,88,290,8320,4.918777093315081,Hà Nội,2024-01-18
8403505386,24710134,Coolmate - Official Store,"Áo giữ nhiệt nam Modal Ultra Warm thu đông siêu ấm, thoáng khí - thương hiệu Coolmate",VND,112,2019-03-25,18225,2525,100011,COOLMATE,199000,199000,199000,289000,289000,31,4061,16,16,36,168,3825,4.914285714285715,Hà Nội,2024-01-18
2121190269,24710134,Coolmate - Official Store,Combo 5 quần lót nam tam giác Cotton thương hiệu Coolmate (ngẫu nhiên 2-3 màu),VND,53,2019-03-25,43749,2311,100011,COOLMATE,239000,239000,239000,400000,400000,40,12914,44,24,93,394,12359,4.936415737298637,Hà Nội,2024-01-18
