,item_id,shop_id,shop_name,name,currency,stock,ctime,historical_sold,liked_count,cat_id,brand,price,price_min,price_max,price_min_before_discount,price_max_before_discount,raw_discount,rating_total,rating_1_star,rating_2_star,rating_3_star,rating_4_star,rating_5_star,rating_star,shop_location,crawl_date
0,3431453055,24710134,Coolmate - Official Store,Combo 3 quần lót nam dáng Trunk Bamboo kháng khuẩn Coolmate,VND,652,2018-05-06,153304,9013,100011,COOLMATE,169000,169000,299000,299000,299000,43,39759,123,80,316,1305,37935,4.933682197846433,Hà Nội,2023-11-12
0,5919139721,24710134,Coolmate - Official Store,"Quần thể thao nam Maxcool thoáng khí, thoải mái thương hiệu Coolmate",VND,84,2018-05-22,73673,5094,100011,COOLMATE,89000,89000,89000,129000,129000,31,14190,88,63,224,635,13180,4.886578316650218,Hà Nội,2023-11-12
0,10280321597,24710134,Coolmate - Official Store,Áo thể thao nam Coolmate Basics thấm hút nhanh khô,VND,231,2018-12-20,43989,1855,100637,,93000,93000,93000,99000,99000,6,7683,39,33,102,330,7179,4.897305739945334,Hà Nội,2023-11-12
0,7310895425,24710134,Coolmate - Official Store,Combo 5 quần lót sịp nam Trunk Cotton (2-3 màu) co giãn thoải mái thương hiệu Coolmate,VND,62,2018-12-20,63047,4166,100011,COOLMATE,289000,289000,299000,496000,496000,42,17233,55,37,130,560,16451,4.934633693254383,Hà Nội,2023-11-12
0,9177437633,24710134,Coolmate - Official Store,Áo Polo thể thao nam ProMax-S1 Logo thương hiệu Coolmate AW,VND,6329,2018-12-20,69064,4100,100011,None,189000,189000,239000,239000,239000,21,16097,62,44,160,583,15248,4.9210837009880075,Hà Nội,2023-11-12
0,5931355066,24710134,Coolmate - Official Store,Combo 3 Quần lót tam giác nam BRIEF BAMBOO kháng khuẩn Coolmate,VND,140,2018-12-20,39515,1778,100011,COOLMATE,129000,129000,129000,229000,229000,44,11626,40,22,79,359,11126,4.938796591202548,Hà Nội,2023-11-12
0,7237568031,24710134,Coolmate - Official Store,Áo thun nam Cotton Compact phiên bản Premium chống nhăn Coolmate,VND,217,2018-12-20,72884,5576,100011,COOLMATE,189000,189000,189000,259000,259000,27,17353,53,28,115,441,16716,4.9451265202605335,Hà Nội,2023-11-12
0,7491859979,24710134,Coolmate - Official Store,Quần Short nam Ultra Pro thoải mái vận động (có túi khóa kéo) thương hiệu Coolmate,VND,3553,2018-12-20,35918,1517,100011,None,159000,159000,159000,189000,189000,16,8404,27,20,73,265,8019,4.9339128363896165,Hà Nội,2023-11-12
0,7044949931,24710134,Coolmate - Official Store,Quần thể thao nam Max Ultra Short V2 kiểu dáng thể thao có thêm túi khóa sau tiện lợi Coolmate,VND,522,2018-12-20,37475,1604,100637,COOLMATE,119000,119000,179000,199000,199000,40,8028,45,23,80,258,7622,4.919845425081027,Hà Nội,2023-11-12
0,3690696914,24710134,Coolmate - Official Store,Áo thun nam Cotton Coolmate Basics 200gsm thương hiệu Coolmate CW,VND,129,2018-12-20,58676,4012,100011,None,99000,99000,99000,149000,149000,34,12696,62,24,107,386,12117,4.928926010558664,Hà Nội,2023-11-12
0,21730960254,24710134,Coolmate - Official Store,Áo thun thể thao nam Active V1 thoáng khí mát mẻ - Coolmate,VND,121,2018-12-20,17206,673,100011,,109000,109000,109000,169000,169000,36,3104,5,10,24,90,2975,4.939432989690721,Hà Nội,2023-11-12
0,18483274744,24710134,Coolmate - Official Store,T-Shirt Basic Cotton 100% 220gsm dày dặn mềm mại - Thương hiệu Coolmate,VND,5450,2019-03-06,2218,345,100011,,169000,169000,179000,179000,179000,6,425,2,0,2,8,413,4.952941176470588,Hà Nội,2023-11-12
0,14785229523,24710134,Coolmate - Official Store,Combo 3 Quần lót Trunk vải Cotton Modal đen cạp mới co giãn không vết hằn - thương hiệu Coolmate,VND,220,2019-03-09,7212,534,100011,,179000,179000,179000,299000,299000,40,1822,8,5,16,44,1749,4.932491767288694,Hà Nội,2023-11-12
0,11563738080,24710134,Coolmate - Official Store,"Quần dài nam Daily Pants - sợi Sorona, nhuộm Cleandye thương hiệu Coolmate",VND,1686,2019-03-09,27431,2474,100011,,269000,269000,299000,299000,299000,10,6515,31,33,100,270,6081,4.894825733149086,Hà Nội,2023-11-12
0,2121190269,24710134,Coolmate - Official Store,Combo 5 quần lót nam tam giác Cotton thương hiệu Coolmate (ngẫu nhiên 2-3 màu),VND,54,2019-03-09,38865,2098,100011,COOLMATE,229000,229000,229000,400000,400000,43,11638,39,22,82,348,11147,4.937521485046408,Hà Nội,2023-11-12
0,5943251527,24710134,Coolmate - Official Store,Quần thể thao nam 7inch Ultra Short có túi khóa kéo thương hiệu Coolmate,VND,7954,2019-03-16,78474,3370,100011,COOLMATE,139000,139000,189000,189000,189000,26,17165,67,48,179,579,16292,4.921978790350775,Hà Nội,2023-11-12
0,21031410795,24710134,Coolmate - Official Store,[ Outlet ] Áo Polo thể thao nam Active V1 thoáng khí mát mẻ - thương hiệu Coolmate,VND,3812,2019-03-16,6040,544,100011,,149000,149000,149000,249000,249000,40,1417,4,7,15,63,1328,4.908256880733945,Hà Nội,2023-11-12
0,21428724190,24710134,Coolmate - Official Store,[ Outlet ] Combo 3 quần lót nam Trunk Tencel mềm mại thấm hút tốt - thương hiệu Coolmate,VND,1440,2019-03-16,4972,438,100011,,179000,179000,299000,299000,299000,40,1052,2,4,7,24,1015,4.944866920152092,Hà Nội,2023-11-12
0,3431453271,24710134,Coolmate - Official Store,Combo 3 quần lót nam Brief Boxer Bamboo kháng khuẩn Coolmate,VND,888,2019-03-20,8765,712,100011,COOLMATE,209000,209000,209000,349000,349000,40,2695,9,6,17,85,2578,4.9383587077608615,Hà Nội,2023-11-12
0,22925891512,24710134,Coolmate - Official Store,Áo thun oversize chuột Mickey Disney - thương hiệu 84RISING,VND,2837,2019-03-25,2488,938,100011,,259000,259000,259000,399000,399000,35,592,1,1,2,13,575,4.964346349745331,Hà Nội,2023-11-12
0,9461767378,24710134,Coolmate - Official Store,Áo sơ mi nam dài tay Café Sticky Free khử mùi hiệu quả - thương hiệu Coolmate,VND,23,2019-03-25,2343,455,100011,,339000,339000,339000,499000,499000,32,669,1,2,5,25,636,4.932735426008969,Hà Nội,2023-11-12
0,23833488083,24710134,Coolmate - Official Store,Áo Thun Chạy bộ nam Essentials Fast and Free Running - thương hiệu Coolmate,VND,3559,2019-03-25,4302,268,100637,,149000,149000,159000,159000,159000,6,833,1,4,8,32,788,4.923169267707083,Hà Nội,2023-11-12
0,8403505386,24710134,Coolmate - Official Store,"Áo giữ nhiệt nam Modal Ultra Warm thu đông siêu ấm, thoáng khí - thương hiệu Coolmate",VND,2364,2019-03-25,10339,2121,100011,COOLMATE,229000,229000,269000,289000,289000,21,2641,9,5,24,96,2507,4.927651515151515,Hà Nội,2023-11-12
0,13840737091,24710134,Coolmate - Official Store,Áo Polo nam Excool khô thoáng chống nhăn thương hiệu Coolmate,VND,2072,2019-03-25,15141,1359,100011,,319000,319000,399000,399000,399000,20,3641,22,13,38,124,3444,4.9123385545479525,Hà Nội,2023-11-12
0,2667411154,24710134,Coolmate - Official Store,Combo 3 quần lót nam Trunk Modal (Gỗ sồi) kháng khuẩn thương hiệu Coolmate,VND,2655,2019-03-25,46817,2923,100011,COOLMATE,179000,179000,179000,279000,279000,36,14942,47,31,115,437,14312,4.938265818547037,Hà Nội,2023-11-12
0,12862311839,24710134,Coolmate - Official Store,Áo ba lỗ Cotton 100% Coolmate Basics V2 Coolmate,VND,1612,2019-03-25,21345,1209,100011,,80000,80000,80000,89000,89000,10,3329,19,8,31,109,3162,4.918594172424151,Hà Nội,2023-11-12
0,14126621428,24710134,Coolmate - Official Store,Quần dài nam Kaki Excool co giãn đàn hồi thương hiệu Coolmate,VND,1902,2019-03-25,8225,1106,100011,,459000,459000,459000,499000,499000,8,2152,12,12,29,96,2003,4.889405204460966,Hà Nội,2023-11-12
0,20356107080,24710134,Coolmate - Official Store,Áo khoác nam daily wear chống nước và tia UV - Coolmate,VND,1283,2019-03-25,1409,419,100011,,479000,479000,479000,499000,499000,4,364,4,2,8,19,331,4.843406593406593,Hà Nội,2023-11-12
0,20274169665,24710134,Coolmate - Official Store,Quần shorts running chạy bộ Ultra Fast & Free Run thoáng khí dễ vận động Coolmate,VND,1953,2019-03-25,2122,348,100637,,252000,252000,252000,279000,279000,10,432,2,3,7,16,404,4.891203703703703,Hà Nội,2023-11-12
0,17692863163,24710134,Coolmate - Official Store,Áo thun oversize vịt Donald Disney - thương hiệu 84RISING,VND,614,2019-03-25,443,138,100011,,259000,259000,259000,399000,399000,35,100,1,1,0,2,96,4.91,Hà Nội,2023-11-12
0,22670843858,24710134,Coolmate - Official Store,Áo Tanktop Gym Basic - Thương hiệu Coolmate,VND,2162,2019-03-26,2643,178,100011,,143000,143000,159000,159000,159000,10,415,0,1,4,13,397,4.942168674698795,Hà Nội,2023-11-12
0,21156535536,24710134,Coolmate - Official Store,Áo thun Dài tay thu đông Cotton Compact co giãn thoải mái - thương hiệu Coolmate,VND,353,2019-03-28,1557,236,100011,,219000,219000,259000,269000,269000,19,361,1,1,2,7,350,4.950138504155125,Hà Nội,2023-11-12
0,23456018302,24710134,Coolmate - Official Store,Quần thể thao nam Maxcool V2 vận động thoải mái - Thương hiệu Coolmate,VND,2167,2019-03-28,311,51,100011,,119000,119000,119000,129000,129000,8,63,0,0,0,1,62,4.984126984126984,Hà Nội,2023-11-12
0,23072975776,24710134,Coolmate - Official Store,Áo Thun chạy bộ basic Coolmate,VND,668,2019-04-18,944,88,100011,,179000,179000,179000,199000,199000,10,172,0,1,2,4,165,4.936046511627907,Hà Nội,2023-11-12
0,10496022907,24710134,Coolmate - Official Store,[ Outlet ] Áo Polo thể thao nam PROMAX-S2 dáng slimfit thoáng khí Coolmate AW,VND,569,2019-05-30,3281,538,100011,,173000,173000,173000,289000,289000,40,742,2,6,12,33,689,4.892037786774629,Hà Nội,2023-11-12
0,20054622815,24710134,Coolmate - Official Store,Mũ len 84RISING Beanie nhiều màu,VND,283,2019-06-25,585,218,100009,,92000,92000,92000,184000,184000,50,153,2,1,3,8,139,4.836601307189542,Hà Nội,2023-11-12
0,13954587860,24710134,Coolmate - Official Store,Áo Polo nam SCafé nam tính - khử mùi hiệu quả thương hiệu Coolmate,VND,3100,2019-08-16,6485,749,100011,,297000,297000,297000,329000,329000,10,1606,6,1,18,46,1535,4.933956386292835,Hà Nội,2023-11-12
0,8564657825,24710134,Coolmate - Official Store,Áo sát nách thể thao nam Dri-Breathe thoáng mát tối đa thương hiệu Coolmate,VND,1815,2019-08-16,13601,1073,100011,None,149000,149000,189000,189000,189000,21,2760,20,6,18,84,2632,4.922073214932947,Hà Nội,2023-11-12
0,15371017854,24710134,Coolmate - Official Store,"Quần thể thao 5"" thoáng khí Coolmate",VND,1808,2019-08-22,5798,431,100011,,149000,149000,149000,-1,-1,0,1037,6,1,17,40,973,4.902603664416587,Hà Nội,2023-11-12
0,21353638739,24710134,Coolmate - Official Store,"Áo khoác nam có mũ Daily Wear thu đông - trượt nước, chống UV 99% - thương hiệu Coolmate",VND,602,2019-08-22,2588,790,100011,,429000,429000,439000,499000,499000,14,779,13,8,27,49,682,4.7702182284980745,Hà Nội,2023-11-12
0,22915279086,24710134,Coolmate - Official Store,Áo thun nam Cotton Coolmate Basics 200gsm - thương hiệu Coolmate,VND,340,2019-10-09,1840,233,100011,,135000,135000,135000,149000,149000,9,352,2,1,3,6,340,4.934659090909091,Hà Nội,2023-11-12
0,23613952621,24710134,Coolmate - Official Store,Túi Tote Jean 84RISING Denim - thương hiệu 84RISING,VND,141,2019-10-21,582,932,100533,,159000,159000,159000,199000,199000,20,122,0,0,2,1,119,4.959016393442623,Hà Nội,2023-11-12
0,17693730549,24710134,Coolmate - Official Store,Coolmate x Copper Denim | Quần Jeans dáng OG Slim - thương hiệu Coolmate,VND,681,2019-10-24,520,106,100011,,549000,549000,549000,599000,599000,8,137,2,0,2,2,131,4.897810218978102,Hà Nội,2023-11-12
0,2050284856,24710134,Coolmate - Official Store,Quần lót tam giác nam Brief Cotton co giãn thương hiệu Coolmate,VND,5795,2019-10-25,4936,465,100011,COOLMATE,73000,73000,73000,-1,-1,0,1231,7,2,5,36,1181,4.938211382113821,Hà Nội,2023-11-12
0,20376975983,24710134,Coolmate - Official Store,Áo Thun T-shirt Oversize 84RISING Walk Tee MÀU ĐEN - thương hiệu 84RISING,VND,135,2019-10-25,194,78,100011,,199000,199000,199000,384000,384000,48,64,0,0,2,3,59,4.890625,Hà Nội,2023-11-12
0,19693620193,24710134,Coolmate - Official Store,"Áo Thun T-Shirt chạy bộ in graphic Special siêu thoáng khí, nhanh khô - Thương hiệu Coolmate",VND,198,2019-10-25,576,91,100011,,189000,189000,189000,199000,199000,5,119,1,1,0,5,112,4.899159663865547,Hà Nội,2023-11-12
0,6838370293,24710134,Coolmate - Official Store,Combo 3 quần lót TAM GIÁC nam BRIEF MODAL (gỗ sồi) mềm mại thương hiệu Coolmate,VND,1129,2019-10-25,6268,413,100011,COOLMATE,149000,149000,149000,229000,229000,35,1943,10,9,9,65,1850,4.930856553147575,Hà Nội,2023-11-12
0,23901471766,24710134,Coolmate - Official Store,Áo dài tay nam thể thao active V2 thoáng khí nhanh khô - Thương hiệu Coolmate,VND,180,2019-10-25,537,66,100011,,179000,179000,179000,199000,199000,10,114,0,0,1,5,108,4.93859649122807,Hà Nội,2023-11-12
0,20931489288,24710134,Coolmate - Official Store,Áo Polo thể thao nam Active V2 thoáng khí nhanh khô - thương hiệu Coolmate,VND,4314,2019-10-25,3807,236,100011,,199000,199000,199000,249000,249000,20,756,2,6,10,25,713,4.906084656084656,Hà Nội,2023-11-12
0,23645838754,24710134,Coolmate - Official Store,Găng tay chống nắng dáng dài - Thương hiệu Coolmate,VND,126,2019-10-25,4686,265,100009,,79000,79000,79000,99000,99000,20,1210,2,2,7,31,1168,4.951239669421487,Hà Nội,2023-11-12
0,23258140085,24710134,Coolmate - Official Store,"Quần Jogger co giãn Excool nhanh khô, thấm hút tốt - Thương hiệu Coolmate",VND,104,2019-10-25,231,78,100011,,249000,249000,249000,279000,279000,11,53,0,0,1,2,50,4.9245283018867925,Hà Nội,2023-11-12
0,21330615840,24710134,Coolmate - Official Store,Quần lót nam Trunk Tencel mềm mại thấm hút tốt - thương hiệu Coolmate,VND,4292,2019-10-25,3353,215,100011,,99000,99000,99000,-1,-1,0,870,0,2,5,17,846,4.962068965517242,Hà Nội,2023-11-12
0,19892941007,24710134,Coolmate - Official Store,Áo thun cotton Care&Share Cat mama chính giữa - Thương hiệu Coolmate,VND,73,2019-10-25,42,14,100011,,229000,229000,229000,-1,-1,0,0,0,0,0,0,0,0.0,Hà Nội,2023-11-12
0,12597033910,24710134,Coolmate - Official Store,[ Outlet ] Quần Jogger thể thao co giãn Graphene - thương hiệu Coolmate,VND,435,2019-12-11,2439,334,100011,,203000,203000,203000,339000,339000,40,646,5,3,12,38,588,4.859133126934984,Hà Nội,2023-11-12
0,7255839012,24710134,Coolmate - Official Store,Áo thun nam DÀI TAY Cotton Compact Premium chống nhăn thương hiệu Coolmate,VND,1366,2020-02-03,18883,2835,100011,COOLMATE,256000,256000,256000,269000,269000,5,5939,7,17,40,120,5755,4.955012636899747,Hà Nội,2023-11-12
0,5642915353,24710134,Coolmate - Official Store,Quần lót nam dáng Trunk Bamboo kháng khuẩn thương hiệu Coolmate,VND,18121,2020-02-03,6190,384,100011,COOLMATE,99000,99000,99000,-1,-1,0,1810,8,2,16,48,1736,4.9364289662797125,Hà Nội,2023-11-12
0,19937524416,24710134,Coolmate - Official Store,Áo Polo nam Pique Cotton USA TRƠN MÀU thấm hút tối đa - thương hiệu Coolmate CW,VND,642,2020-02-08,2252,280,100011,,319000,319000,319000,399000,399000,20,434,1,3,7,13,410,4.907834101382488,Hà Nội,2023-11-12
0,21576657198,24710134,Coolmate - Official Store,Coolmate x Copper Denim | Quần Jeans dáng Straight mặc thoải mái - thương hiệu Coolmate,VND,785,2020-02-08,590,217,100011,,549000,549000,549000,599000,599000,8,163,0,1,4,6,152,4.895705521472393,Hà Nội,2023-11-12
0,22231734394,24710134,Coolmate - Official Store,Combo 03 Quần lót nam Trunk Excool Microfiber Seamless (Không đường may) - thương hiệu Coolmate,VND,2448,2020-02-08,1628,230,100011,,297000,297000,297000,329000,329000,10,384,6,3,5,17,353,4.84375,Hà Nội,2023-11-12
0,14993798106,24710134,Coolmate - Official Store,Bộ cạo râu Shaving Kit cho nam (tay cầm kim loại + dao cạo + kem cạo râu 100ml) - thương hiệu CM24,VND,240,2020-02-08,561,158,100630,,199000,199000,199000,286000,286000,30,168,1,0,2,5,160,4.9226190476190474,Hà Nội,2023-11-12
0,23766408199,24710134,Coolmate - Official Store,Áo thun Disney oversize 84RISING Mickey Mouse - thương hiệu 84RISING,VND,723,2020-02-08,647,137,100011,,239000,239000,259000,399000,399000,40,177,1,1,1,4,170,4.926553672316384,Hà Nội,2023-11-12
0,22313919044,24710134,Coolmate - Official Store,Combo 03 quần lót nam khe moi Bamboo Trunk kháng khuẩn - thương hiệu Coolmate,VND,475,2020-03-10,1448,276,100011,,269000,269000,269000,299000,299000,10,375,1,1,5,13,355,4.92,Hà Nội,2023-11-12
0,21308063650,24710134,Coolmate - Official Store,Áo thun trơn co giãn 4 chiều CLEAN VIETNAM - thương hiệu Coolmate,VND,816,2020-03-24,828,121,100011,,162000,162000,162000,269000,269000,40,153,0,1,3,4,145,4.915032679738562,Hà Nội,2023-11-12
0,21788200773,24710134,Coolmate - Official Store,Áo thun Disney oversize 84RISING Happy Mickey - thương hiệu Coolmate,VND,147,2020-03-26,255,66,100011,,200000,200000,200000,399000,399000,50,57,1,0,1,2,53,4.859649122807017,Hà Nội,2023-11-12
0,16090353531,24710134,Coolmate - Official Store,Áo nỉ dài tay thu đông Lifewear mềm mại không bai nhão - thương hiệu Coolmate CW,VND,133,2020-03-26,325,93,100011,,289000,289000,289000,339000,339000,15,58,0,1,2,1,54,4.862068965517241,Hà Nội,2023-11-12
0,13993113623,24710134,Coolmate - Official Store,Combo 3 Quần lót Brief vải Cotton Modal co giãn màu đen cạp mới - thương hiệu Coolmate,VND,853,2020-03-26,2335,154,100011,,149000,149000,149000,199000,199000,25,596,6,6,7,25,552,4.864093959731544,Hà Nội,2023-11-12
0,18914700859,24710134,Coolmate - Official Store,Combo 4 đôi tất cổ ngắn Modal kháng khuẩn - thương hiệu Coolmate AC,VND,670,2020-03-26,4281,149,100011,,126000,126000,126000,139000,139000,9,868,1,2,9,17,839,4.9481566820276495,Hà Nội,2023-11-12
0,20777362646,24710134,Coolmate - Official Store,Tất Vớ Chạy Bộ Cổ Trung Advanced - Thương hiệu Coolmate,VND,173,2020-03-26,863,63,100011,,62000,62000,69000,69000,69000,10,173,2,0,2,7,162,4.890173410404624,Hà Nội,2023-11-12
0,14879912587,24710134,Coolmate - Official Store,ÁO THUN thể thao nam ProMax-S1 thấm hút nhanh khô Coolmate,VND,1953,2020-04-14,7628,285,100637,,179000,179000,179000,-1,-1,0,1431,7,4,14,47,1359,4.919636617749825,Hà Nội,2023-11-12
0,20369931668,24710134,Coolmate - Official Store,Combo 5 quần lót sịp nam trunk bamboo kháng khuẩn - thương hiệu Coolmate,VND,2352,2020-04-16,1000,100,100011,,446000,446000,446000,495000,495000,10,287,0,0,1,2,284,4.986062717770035,Hà Nội,2023-11-12
0,18854757406,24710134,Coolmate - Official Store,Nước hoa nam CM24 ICONIC COOL Eau de Parfum 9ml,VND,2214,2020-04-16,2406,157,100630,,119000,119000,119000,169000,169000,30,741,8,4,14,36,679,4.854251012145749,Hà Nội,2023-11-12
0,20968119410,24710134,Coolmate - Official Store,Áo thun nam Cotton in Meow Line Care & Share- thương hiệu Coolmate,VND,99,2020-04-16,92,18,100011,,199000,199000,199000,-1,-1,0,31,0,0,1,2,28,4.870967741935484,Hà Nội,2023-11-12
0,18502987930,24710134,Coolmate - Official Store,Set 2 quần lót Bamboo Brief tam giác kháng khuẩn - thương hiệu Coolmate,VND,6189,2020-04-16,1754,99,100011,,153000,153000,153000,169000,169000,9,461,2,1,5,9,444,4.934924078091107,Hà Nội,2023-11-12
0,23559221314,24710134,Coolmate - Official Store,Quần dài thể thao Pro Active giữ ấm chống nhăn - Thương hiệu Coolmate,VND,885,2020-04-18,44,8,100011,,379000,379000,379000,399000,399000,5,9,0,0,0,0,9,5.0,Hà Nội,2023-11-12
0,21753334120,24710134,Coolmate - Official Store,Áo thun thể thao dài tay thu đông nam Active nhanh khô Coolmate,VND,46,2020-04-18,3296,452,100637,,189000,189000,189000,199000,199000,5,703,7,7,16,28,645,4.844950213371266,Hà Nội,2023-11-12
0,19754622898,24710134,Coolmate - Official Store,Tất vớ cao cổ 84RISING nhiều màu - thương hiệu 84RISING,VND,836,2020-04-18,3516,254,100011,,45000,45000,45000,48000,48000,6,807,2,0,4,17,784,4.961442786069652,Hà Nội,2023-11-12
0,22959728117,24710134,Coolmate - Official Store,"Áo khoác gió nam thể thao phối màu trượt nước, chống tia UV - Thương hiệu Coolmate",VND,1572,2020-04-18,11,13,100011,,479000,479000,479000,499000,499000,4,2,0,0,0,0,2,5.0,Hà Nội,2023-11-12
0,20917937704,24710134,Coolmate - Official Store,Tất cổ trung Cotton thoáng khí khử mùi mới - thương hiệu Coolmate,VND,389,2020-04-18,8045,268,100011,,35000,35000,35000,38000,38000,8,1164,5,4,9,26,1120,4.934707903780069,Hà Nội,2023-11-12
0,23258668026,24710134,Coolmate - Official Store,Quần Jogger Daily Wear - Thương hiệu Coolmate,VND,291,2020-04-18,77,15,100011,,289000,289000,289000,299000,299000,3,20,0,0,0,0,20,5.0,Hà Nội,2023-11-12
0,16884684017,24710134,Coolmate - Official Store,Quần Short Nam New French Terry V2 co giãn (thêu logo) - thương hiệu Coolmate,VND,970,2020-04-20,3641,416,100011,,179000,179000,179000,259000,259000,31,780,4,0,2,18,756,4.9512820512820515,Hà Nội,2023-11-12
0,5068434091,24710134,Coolmate - Official Store,Combo 2 quần lót nam Trunk Bamboo kháng khuẩn thương hiệu Coolmate,VND,7979,2020-04-20,24767,1298,100011,COOLMATE,179000,179000,179000,199000,199000,10,7906,20,21,57,203,7605,4.946675110829639,Hà Nội,2023-11-12
0,18457100917,24710134,Coolmate - Official Store,Áo Hoodie nam Daily Wear (mũ trùm có dây rút) thu đông - thương hiệu Coolmate,VND,338,2020-04-20,634,160,100011,,359000,359000,359000,399000,399000,10,180,6,1,3,6,164,4.783333333333333,Hà Nội,2023-11-12
0,10638295959,24710134,Coolmate - Official Store,Quần short thể thao nam ProMax thoáng khí thoải mái Coolmate,VND,5082,2020-04-24,9118,569,100011,,189000,189000,189000,-1,-1,0,1882,8,9,23,59,1783,4.912858660998937,Hà Nội,2023-11-12
0,23910223968,24710134,Coolmate - Official Store,Áo thun nam Cotton Care & Share in Meow Lười - thương hiệu Coolmate,VND,50,2020-04-24,233,53,100011,,199000,199000,199000,-1,-1,0,50,0,1,0,1,48,4.92,Hà Nội,2023-11-12
0,23521419466,24710134,Coolmate - Official Store,Áo thun Cotton Care & Share Hand in hand - thương hiệu Coolmate,VND,138,2020-04-24,803,83,100011,,199000,199000,199000,-1,-1,0,203,1,2,3,5,192,4.896551724137931,Hà Nội,2023-11-12
0,10539219399,24710134,Coolmate - Official Store,Mũ Bucket Hat thêu Be Cool!! Care & Share màu be thương hiệu Coolmate,VND,132,2020-05-18,370,114,100009,,169000,169000,169000,-1,-1,0,109,0,1,1,1,106,4.944954128440367,Hà Nội,2023-11-12
0,19219649247,24710134,Coolmate - Official Store,"Quần short nam Movement 5"" co giãn Coolmate",VND,321,2020-05-18,1153,130,100011,,119000,119000,119000,199000,199000,40,224,1,2,1,14,206,4.883928571428571,Hà Nội,2023-11-12
0,19192015543,24710134,Coolmate - Official Store,Áo thun oversize Ice-cream - THƯƠNG HIỆU 84RISING,VND,147,2020-05-18,9,8,100011,,150000,150000,150000,299000,299000,50,3,0,0,0,0,3,5.0,Hà Nội,2023-11-12
0,22657199619,24710134,Coolmate - Official Store,Khăn ống đa năng chống nắng chạy bộ Fast and Free - Thương hiệu Coolmate,VND,237,2020-05-22,58,23,100009,,95000,95000,95000,99000,99000,4,13,0,0,0,1,12,4.923076923076923,Hà Nội,2023-11-12
0,11822958094,24710134,Coolmate - Official Store,Combo 3 quần lót nam Trunk Cotton Compact siêu mát S2 thương hiệu Coolmate,VND,268,2020-05-22,4541,456,100011,,219000,219000,261000,289000,289000,24,1336,4,3,11,35,1283,4.938622754491018,Hà Nội,2023-11-12
0,23836516982,24710134,Coolmate - Official Store,Áo Thun Cotton in Care & Share Pastel Color - Trắng / Đen - thương hiệu Coolmate,VND,269,2020-06-11,432,52,100011,,199000,199000,199000,-1,-1,0,103,1,1,1,4,96,4.87378640776699,Hà Nội,2023-11-12
0,13295173419,24710134,Coolmate - Official Store,"Quần short thể thao nam Movement 5"" thoải mái vận động Coolmate",VND,311,2020-06-17,530,74,100011,,119000,119000,119000,199000,199000,40,88,1,1,1,3,82,4.863636363636363,Hà Nội,2023-11-12
0,19081210064,24710134,Coolmate - Official Store,Quần Shorts Gym Power 2 lớp Coolmate,VND,863,2020-07-07,431,94,100011,,359000,359000,399000,399000,399000,10,78,0,0,0,7,71,4.910256410256411,Hà Nội,2023-11-12
0,16471012473,24710134,Coolmate - Official Store,[ Outlet ] Áo Tank top T2 thể thao nam thoáng khí Coolmate,VND,886,2020-07-07,4509,193,100011,,107000,107000,107000,179000,179000,40,803,4,2,11,23,763,4.916562889165629,Hà Nội,2023-11-12
0,10339231045,24710134,Coolmate - Official Store,Mũ Bucket Hat thêu Care & Share Box màu đen thương hiệu Coolmate AC,VND,117,2020-07-07,380,123,100009,,101000,101000,101000,169000,169000,40,127,2,0,1,6,118,4.874015748031496,Hà Nội,2023-11-12
0,20717544027,24710134,Coolmate - Official Store,Quần TAM GIÁC nam Cotton Compact (khoét hơn) thương hiệu Coolmate UH,VND,5843,2020-07-14,4195,216,100011,,67000,67000,67000,-1,-1,0,1052,3,2,4,26,1017,4.9505703422053235,Hà Nội,2023-11-12
0,21367519327,24710134,Coolmate - Official Store,Bộ 2 lưỡi dao cạo râu loại 5 lưỡi +1 - thương hiệu CM24,VND,231,2020-07-17,311,46,100630,,99000,99000,99000,129000,129000,23,80,0,0,0,2,78,4.975,Hà Nội,2023-11-12
0,19317993919,24710134,Coolmate - Official Store,Tất cổ dài Cotton Solid Casual hút ẩm thoáng khí - thương hiệu Coolmate AC,VND,526,2020-07-20,4095,222,100011,,36000,36000,36000,40000,40000,10,585,2,0,4,20,559,4.938461538461539,Hà Nội,2023-11-12
0,2043706203,24710134,Coolmate - Official Store,Áo thun nam IN COOLMATE Cotton Compact phiên bản Premium,VND,157,2020-07-20,6212,1476,100011,COOLMATE,234000,234000,234000,259000,259000,10,2554,9,4,12,56,2473,4.9498825371965545,Hà Nội,2023-11-12
0,8822409981,24710134,Coolmate - Official Store,Set 3 quần lót nam Brief Boxer Modal (gỗ sồi) thoáng mát khử mùi thương hiệu Coolmate,VND,1526,2020-07-22,3821,373,100011,COOLMATE,199000,199000,199000,299000,299000,33,1156,2,2,12,36,1104,4.938528138528138,Hà Nội,2023-11-12
0,22374838572,24710134,Coolmate - Official Store,Cốc Ly làm từ bã Cafe thân thiện với môi trường - Thương hiệu Coolmate,VND,1539,2020-07-22,257,278,100636,,129000,129000,129000,-1,-1,0,72,0,0,0,0,72,5.0,Hà Nội,2023-11-12
